,house_age,dormitory_type,condition_type
4374,new_house,house,regular
4375,old_house,house,regular
4376,new_house,house,regular
4377,old_house,house,regular
4378,old_house,house,regular
4379,new_house,house,regular
4380,old_house,house,good
4381,old_house,house,regular
4382,old_house,house,regular
4383,old_house,house,bad
4384,old_house,house,good
4385,new_house,house,regular
4386,new_house,house,regular
4387,old_house,house,regular
4388,old_house,house,regular
4389,new_house,house,regular
4390,old_house,studio,regular
4391,old_house,house,regular
4392,new_house,house,regular
4393,new_house,house,regular
4394,old_house,house,good
4395,new_house,house,regular
4396,old_house,house,regular
4397,old_house,house,good
4398,new_house,house,regular
4399,old_house,house,regular
4400,old_house,house,regular
4401,old_house,house,regular
4402,old_house,house,regular
4403,old_house,house,regular
4404,old_house,house,regular
4405,new_house,apartment,regular
4406,old_house,house,good
4407,old_house,house,regular
4408,new_house,house,regular
4409,new_house,house,good
4410,old_house,studio,regular
4411,old_house,house,regular
4412,old_house,house,regular
4413,old_house,house,regular
4414,old_house,house,regular
4415,new_house,house,regular
4416,old_house,apartment,regular
4417,old_house,house,regular
4418,old_house,house,regular
4419,new_house,apartment,regular
4420,old_house,house,regular
4421,old_house,house,regular
4422,old_house,house,regular
4423,old_house,house,regular
4424,old_house,apartment,regular
4425,new_house,house,regular
4426,old_house,house,regular
4427,old_house,apartment,regular
4428,new_house,house,regular
4429,old_house,house,regular
4430,old_house,house,regular
4431,old_house,house,regular
4432,old_house,house,regular
4433,old_house,house,regular
4434,old_house,house,regular
4435,old_house,house,good
4436,new_house,house,regular
4437,new_house,apartment,regular
4438,new_house,house,regular
4439,old_house,house,regular
4440,old_house,house,regular
4441,old_house,apartment,regular
4442,new_house,house,regular
4443,old_house,house,regular
4444,old_house,apartment,regular
4445,new_house,house,regular
4446,new_house,studio,regular
4447,old_house,house,regular
4448,new_house,house,regular
4449,old_house,apartment,good
4450,old_house,house,regular
4451,old_house,house,regular
4452,old_house,house,regular
4453,old_house,house,regular
4454,old_house,house,regular
4455,old_house,house,regular
4456,new_house,apartment,regular
4457,old_house,house,regular
4458,old_house,house,regular
4459,old_house,house,regular
4460,old_house,house,regular
4461,old_house,house,regular
4462,old_house,house,regular
4463,old_house,house,regular
4464,new_house,apartment,regular
4465,new_house,house,regular
4466,old_house,apartment,regular
4467,old_house,house,regular
4468,old_house,house,regular
4469,old_house,house,regular
4470,old_house,house,good
4471,old_house,house,regular
4472,new_house,house,regular
4473,old_house,house,good
4474,old_house,house,good
4475,old_house,house,regular
4476,old_house,house,regular
4477,old_house,house,regular
4478,new_house,house,regular
4479,new_house,house,bad
4480,old_house,house,good
4481,old_house,house,regular
4482,old_house,house,regular
4483,new_house,house,regular
4484,old_house,house,regular
4485,new_house,house,regular
4486,old_house,house,regular
4487,old_house,house,regular
4488,new_house,apartment,regular
4489,new_house,house,regular
4490,old_house,house,bad
4491,old_house,house,regular
4492,new_house,house,regular
4493,new_house,house,regular
4494,new_house,house,regular
4495,old_house,house,regular
4496,new_house,house,regular
4497,new_house,house,regular
4498,old_house,house,regular
4499,old_house,house,regular
4500,old_house,house,good
4501,new_house,house,regular
4502,old_house,house,regular
4503,old_house,house,regular
4504,old_house,house,good
4505,old_house,house,regular
4506,new_house,apartment,regular
4507,old_house,house,regular
4508,old_house,house,regular
4509,old_house,house,good
4510,new_house,house,regular
4511,old_house,house,good
4512,old_house,house,regular
4513,old_house,house,good
4514,old_house,house,regular
4515,new_house,house,regular
4516,old_house,house,regular
4517,old_house,house,regular
4518,new_house,house,regular
4519,old_house,house,regular
4520,old_house,house,regular
4521,old_house,house,regular
4522,new_house,apartment,regular
4523,new_house,house,regular
4524,new_house,apartment,regular
4525,old_house,house,regular
4526,old_house,house,regular
4527,new_house,house,regular
4528,old_house,house,regular
4529,old_house,house,regular
4530,old_house,house,regular
4531,new_house,house,regular
4532,old_house,house,regular
4533,old_house,house,regular
4534,new_house,house,regular
4535,new_house,house,regular
4536,old_house,apartment,regular
4537,new_house,house,regular
4538,old_house,apartment,regular
4539,old_house,house,regular
4540,old_house,house,regular
4541,new_house,house,good
4542,old_house,house,regular
4543,old_house,apartment,good
4544,old_house,house,regular
4545,old_house,apartment,regular
4546,old_house,house,regular
4547,new_house,house,regular
4548,old_house,house,regular
4549,old_house,house,good
4550,new_house,house,regular
4551,old_house,apartment,regular
4552,old_house,apartment,regular
4553,old_house,house,regular
4554,old_house,house,regular
4555,new_house,house,regular
4556,old_house,house,regular
4557,old_house,house,regular
4558,new_house,apartment,regular
4559,new_house,apartment,regular
4560,new_house,apartment,regular
4561,new_house,apartment,regular
4562,old_house,house,regular
4563,old_house,apartment,bad
4564,new_house,house,regular
4565,new_house,house,regular
4566,old_house,house,regular
4567,old_house,house,regular
4568,old_house,house,regular
4569,new_house,house,regular
4570,old_house,house,regular
4571,new_house,house,regular
4572,old_house,house,good
4573,new_house,house,regular
4574,old_house,apartment,regular
4575,old_house,house,regular
4576,new_house,house,regular
4577,new_house,house,regular
4578,old_house,house,good
4579,old_house,house,regular
4580,old_house,house,regular
4581,new_house,house,regular
4582,new_house,house,regular
4583,new_house,house,regular
4584,old_house,house,regular
4585,old_house,house,regular
4586,old_house,house,regular
4587,old_house,house,regular
4588,old_house,house,regular
4589,old_house,house,regular
4590,old_house,house,regular
4591,new_house,house,regular
4592,old_house,house,regular
4593,new_house,house,regular
4594,old_house,house,good
4595,old_house,house,regular
4596,old_house,house,regular
4597,old_house,house,regular
4598,old_house,house,regular
4599,new_house,house,regular
4600,new_house,apartment,regular
4601,old_house,apartment,regular
4602,old_house,house,regular
4603,old_house,house,regular
4604,old_house,house,regular
4605,old_house,house,regular
4606,old_house,house,regular
4607,new_house,house,regular
4608,old_house,house,regular
4609,new_house,house,regular
4610,old_house,house,regular
4611,old_house,apartment,bad
4612,new_house,house,regular
4613,old_house,house,regular
4614,old_house,house,regular
4615,new_house,apartment,regular
4616,old_house,house,regular
4617,old_house,house,regular
4618,new_house,house,regular
4619,old_house,house,regular
4620,old_house,house,regular
4621,old_house,house,regular
4622,old_house,house,good
4623,old_house,house,regular
4624,old_house,house,regular
4625,old_house,house,regular
4626,old_house,house,regular
4627,old_house,house,regular
4628,old_house,house,good
4629,new_house,house,regular
4630,new_house,house,regular
4631,old_house,house,regular
4632,new_house,house,regular
4633,old_house,house,regular
4634,old_house,house,regular
4635,old_house,house,good
4636,old_house,house,regular
4637,old_house,house,regular
4638,old_house,house,regular
4639,new_house,house,regular
4640,new_house,apartment,regular
4641,new_house,house,regular
4642,new_house,house,regular
4643,new_house,house,regular
4644,old_house,house,regular
4645,new_house,house,regular
4646,old_house,house,good
4647,new_house,house,regular
4648,new_house,apartment,regular
4649,old_house,house,regular
4650,old_house,apartment,regular
4651,old_house,studio,bad
4652,old_house,house,regular
4653,old_house,house,regular
4654,old_house,house,regular
4655,new_house,house,regular
4656,old_house,house,regular
4657,old_house,house,good
4658,old_house,house,regular
4659,old_house,house,bad
4660,new_house,house,good
4661,old_house,house,good
4662,new_house,house,regular
4663,old_house,house,regular
4664,new_house,house,regular
4665,old_house,house,regular
4666,old_house,house,regular
4667,old_house,house,regular
4668,new_house,apartment,regular
4669,old_house,house,regular
4670,new_house,house,regular
4671,old_house,house,regular
4672,old_house,house,regular
4673,old_house,house,regular
4674,new_house,house,regular
4675,old_house,house,regular
4676,old_house,house,regular
4677,new_house,house,regular
4678,old_house,house,regular
4679,old_house,house,regular
4680,new_house,house,good
4681,old_house,house,regular
4682,old_house,apartment,good
4683,new_house,house,regular
4684,old_house,apartment,good
4685,new_house,house,regular
4686,old_house,house,regular
4687,old_house,apartment,regular
4688,old_house,house,regular
4689,new_house,house,regular
4690,old_house,house,regular
4691,old_house,house,regular
4692,new_house,house,regular
4693,old_house,house,regular
4694,new_house,house,regular
4695,old_house,house,regular
4696,old_house,house,regular
4697,old_house,house,regular
4698,old_house,apartment,regular
4699,new_house,house,regular
4700,new_house,house,regular
4701,old_house,house,regular
4702,old_house,apartment,regular
4703,new_house,house,regular
4704,new_house,house,regular
4705,new_house,house,regular
4706,new_house,house,regular
4707,new_house,house,regular
4708,new_house,apartment,regular
4709,old_house,house,regular
4710,old_house,apartment,regular
4711,old_house,house,regular
4712,old_house,house,good
4713,new_house,house,regular
4714,old_house,house,good
4715,new_house,house,regular
4716,old_house,house,regular
4717,old_house,house,regular
4718,old_house,house,regular
4719,new_house,house,regular
4720,old_house,house,regular
4721,old_house,house,regular
4722,old_house,house,regular
4723,old_house,house,regular
4724,new_house,apartment,regular
4725,old_house,house,good
4726,old_house,house,regular
4727,old_house,house,regular
4728,old_house,house,good
4729,new_house,house,regular
4730,old_house,house,regular
4731,old_house,house,regular
4732,new_house,house,regular
4733,old_house,house,regular
4734,old_house,house,regular
4735,old_house,apartment,regular
4736,old_house,house,regular
4737,old_house,house,regular
4738,old_house,house,regular
4739,new_house,house,regular
4740,new_house,house,regular
4741,old_house,house,regular
4742,old_house,apartment,regular
4743,old_house,house,regular
4744,old_house,house,regular
4745,old_house,house,regular
4746,old_house,apartment,regular
4747,old_house,house,regular
4748,old_house,house,regular
4749,old_house,apartment,regular
4750,new_house,house,bad
4751,old_house,house,regular
4752,new_house,house,regular
4753,old_house,house,regular
4754,old_house,house,regular
4755,old_house,house,regular
4756,new_house,house,regular
4757,new_house,house,regular
4758,old_house,house,regular
4759,old_house,house,regular
4760,new_house,house,regular
4761,old_house,house,good
4762,old_house,house,regular
4763,old_house,house,regular
4764,old_house,house,regular
4765,old_house,house,good
4766,old_house,house,regular
4767,new_house,house,regular
4768,old_house,apartment,regular
4769,old_house,house,regular
4770,new_house,house,regular
4771,old_house,house,regular
4772,new_house,house,regular
4773,old_house,apartment,regular
4774,new_house,house,regular
4775,old_house,house,regular
4776,old_house,house,regular
4777,old_house,house,regular
4778,old_house,house,regular
4779,new_house,house,regular
4780,old_house,house,good
4781,old_house,house,regular
4782,old_house,house,regular
4783,new_house,house,regular
4784,new_house,house,regular
4785,new_house,house,regular
4786,new_house,house,regular
4787,old_house,house,regular
4788,old_house,house,good
4789,old_house,house,regular
4790,old_house,house,regular
4791,new_house,house,regular
4792,old_house,house,good
4793,new_house,house,good
4794,new_house,house,regular
4795,old_house,house,regular
4796,new_house,house,regular
4797,old_house,house,regular
4798,new_house,house,regular
4799,new_house,house,regular
4800,old_house,house,regular
4801,old_house,house,regular
4802,old_house,house,good
4803,old_house,house,regular
4804,new_house,house,regular
4805,new_house,house,regular
4806,new_house,apartment,regular
4807,new_house,house,regular
4808,old_house,house,regular
4809,new_house,house,regular
4810,old_house,apartment,regular
4811,new_house,house,regular
4812,old_house,apartment,regular
4813,new_house,house,regular
4814,old_house,house,regular
4815,old_house,house,regular
4816,old_house,house,regular
4817,new_house,house,regular
4818,old_house,house,regular
4819,old_house,house,regular
4820,new_house,house,regular
4821,new_house,house,regular
4822,new_house,house,regular
4823,old_house,house,regular
4824,old_house,house,regular
4825,old_house,house,good
4826,new_house,house,regular
4827,old_house,house,regular
4828,old_house,house,regular
4829,old_house,apartment,regular
4830,old_house,house,regular
4831,old_house,house,regular
4832,old_house,studio,regular
4833,old_house,house,regular
4834,old_house,house,regular
4835,old_house,house,regular
4836,old_house,apartment,regular
4837,old_house,house,regular
4838,new_house,house,regular
4839,new_house,house,regular
4840,new_house,house,regular
4841,old_house,house,good
4842,old_house,house,regular
4843,old_house,house,regular
4844,old_house,apartment,regular
4845,new_house,house,good
4846,old_house,house,regular
4847,new_house,house,regular
4848,old_house,house,regular
4849,old_house,house,regular
4850,new_house,apartment,regular
4851,old_house,house,regular
4852,old_house,house,regular
4853,old_house,house,regular
4854,old_house,house,regular
4855,old_house,house,regular
4856,new_house,house,regular
4857,old_house,house,good
4858,old_house,house,regular
4859,new_house,house,regular
4860,old_house,house,good
4861,old_house,house,regular
4862,old_house,house,regular
4863,new_house,house,regular
4864,new_house,apartment,regular
4865,old_house,house,regular
4866,old_house,house,regular
4867,new_house,house,regular
4868,old_house,house,bad
4869,new_house,house,regular
4870,old_house,apartment,regular
4871,new_house,house,regular
4872,old_house,house,regular
4873,new_house,house,regular
4874,old_house,house,regular
4875,new_house,house,regular
4876,old_house,apartment,regular
4877,old_house,house,regular
4878,old_house,house,regular
4879,old_house,house,regular
4880,new_house,house,regular
4881,old_house,house,regular
4882,old_house,house,regular
4883,old_house,house,regular
4884,old_house,house,regular
4885,old_house,house,regular
4886,old_house,house,regular
4887,old_house,house,regular
4888,old_house,house,regular
4889,new_house,house,regular
4890,new_house,studio,regular
4891,new_house,house,regular
4892,old_house,apartment,regular
4893,old_house,house,good
4894,new_house,house,regular
4895,new_house,house,regular
4896,new_house,house,regular
4897,new_house,house,regular
4898,new_house,apartment,regular
4899,new_house,house,regular
4900,old_house,house,regular
4901,old_house,apartment,regular
4902,old_house,house,regular
4903,old_house,house,regular
4904,old_house,house,regular
4905,new_house,house,regular
4906,new_house,house,regular
4907,old_house,house,regular
4908,old_house,house,regular
4909,old_house,house,regular
4910,old_house,house,regular
4911,old_house,house,regular
4912,old_house,apartment,good
4913,new_house,house,regular
4914,old_house,house,regular
4915,old_house,house,regular
4916,new_house,apartment,regular
4917,old_house,house,regular
4918,new_house,house,regular
4919,new_house,house,regular
4920,old_house,house,regular
4921,new_house,house,regular
4922,old_house,house,regular
4923,new_house,house,regular
4924,old_house,house,regular
4925,old_house,house,good
4926,old_house,house,regular
4927,old_house,house,regular
4928,old_house,house,regular
4929,old_house,house,regular
4930,new_house,apartment,regular
4931,old_house,house,regular
4932,old_house,house,regular
4933,old_house,house,regular
4934,new_house,house,regular
4935,new_house,house,regular
4936,old_house,house,regular
4937,old_house,house,regular
4938,old_house,house,regular
4939,new_house,house,regular
4940,old_house,house,regular
4941,old_house,house,regular
4942,old_house,house,regular
4943,old_house,house,regular
4944,new_house,apartment,regular
4945,new_house,house,regular
4946,new_house,house,regular
4947,old_house,house,regular
4948,old_house,house,regular
4949,new_house,house,regular
4950,old_house,house,regular
4951,new_house,house,regular
4952,new_house,apartment,regular
4953,old_house,house,regular
4954,old_house,house,regular
4955,new_house,apartment,regular
4956,old_house,apartment,regular
4957,old_house,apartment,regular
4958,old_house,house,regular
4959,new_house,house,regular
4960,new_house,house,regular
4961,new_house,house,regular
4962,old_house,house,regular
4963,old_house,house,regular
4964,old_house,house,regular
4965,new_house,house,regular
4966,old_house,house,regular
4967,old_house,house,regular
4968,old_house,house,regular
4969,new_house,house,regular
4970,old_house,house,regular
4971,old_house,house,regular
4972,new_house,house,regular
4973,old_house,house,regular
4974,old_house,house,regular
4975,old_house,house,regular
4976,old_house,house,regular
4977,old_house,house,regular
4978,new_house,house,regular
4979,new_house,house,regular
4980,new_house,house,regular
4981,new_house,house,regular
4982,new_house,house,regular
4983,old_house,house,regular
4984,new_house,house,regular
4985,old_house,house,regular
4986,old_house,house,regular
4987,old_house,house,regular
4988,old_house,house,regular
4989,old_house,house,regular
4990,new_house,house,regular
4991,old_house,house,regular
4992,old_house,house,regular
4993,old_house,apartment,good
4994,new_house,house,regular
4995,old_house,house,regular
4996,old_house,house,regular
4997,old_house,house,regular
4998,old_house,house,regular
4999,old_house,house,good
5000,old_house,house,regular
5001,old_house,house,regular
5002,old_house,house,regular
5003,new_house,house,regular
5004,old_house,house,regular
5005,old_house,house,regular
5006,old_house,house,regular
5007,old_house,apartment,good
5008,new_house,house,good
5009,new_house,house,regular
5010,new_house,apartment,regular
5011,old_house,house,good
5012,new_house,house,regular
5013,old_house,house,regular
5014,old_house,house,good
5015,new_house,house,regular
5016,old_house,house,regular
5017,new_house,house,regular
5018,old_house,house,good
5019,old_house,house,regular
5020,new_house,apartment,regular
5021,old_house,apartment,regular
5022,old_house,house,regular
5023,old_house,house,regular
5024,old_house,house,regular
5025,new_house,house,regular
5026,new_house,house,regular
5027,new_house,house,regular
5028,old_house,house,regular
5029,old_house,house,regular
5030,old_house,house,regular
5031,old_house,house,regular
5032,old_house,house,regular
5033,old_house,house,regular
5034,old_house,house,regular
5035,new_house,house,regular
5036,old_house,house,regular
5037,old_house,house,regular
5038,old_house,house,regular
5039,old_house,house,regular
5040,old_house,house,regular
5041,new_house,house,regular
5042,new_house,apartment,regular
5043,old_house,house,regular
5044,new_house,house,regular
5045,old_house,house,regular
5046,old_house,apartment,regular
5047,old_house,house,regular
5048,old_house,house,regular
5049,old_house,house,regular
5050,old_house,house,regular
5051,old_house,house,regular
5052,new_house,house,regular
5053,new_house,house,regular
5054,new_house,house,regular
5055,old_house,house,regular
5056,new_house,house,regular
5057,new_house,house,regular
5058,old_house,house,regular
5059,old_house,house,regular
5060,old_house,house,regular
5061,old_house,house,good
5062,new_house,house,regular
5063,old_house,house,regular
5064,old_house,apartment,regular
5065,old_house,house,good
5066,new_house,house,regular
5067,new_house,house,regular
5068,old_house,house,regular
5069,new_house,house,regular
5070,old_house,house,regular
5071,old_house,house,regular
5072,old_house,house,regular
5073,new_house,house,regular
5074,old_house,house,regular
5075,old_house,house,regular
5076,new_house,house,regular
5077,old_house,house,regular
5078,old_house,house,regular
5079,new_house,apartment,regular
5080,old_house,house,regular
5081,new_house,house,regular
5082,old_house,house,regular
5083,old_house,house,regular
5084,old_house,house,regular
5085,old_house,house,regular
5086,old_house,house,regular
5087,old_house,apartment,regular
5088,old_house,house,regular
5089,new_house,apartment,regular
5090,old_house,house,regular
5091,old_house,house,regular
5092,new_house,house,regular
5093,old_house,apartment,regular
5094,new_house,house,regular
5095,new_house,apartment,regular
5096,old_house,house,regular
5097,new_house,house,regular
5098,old_house,house,regular
5099,old_house,house,regular
5100,old_house,house,regular
5101,old_house,house,regular
5102,old_house,house,regular
5103,old_house,house,good
5104,old_house,house,regular
5105,old_house,house,good
5106,old_house,house,regular
5107,old_house,house,regular
5108,old_house,house,regular
5109,old_house,house,regular
5110,old_house,house,regular
5111,old_house,house,regular
5112,new_house,apartment,regular
5113,old_house,house,good
5114,new_house,house,regular
5115,new_house,house,regular
5116,old_house,apartment,regular
5117,old_house,house,regular
5118,old_house,house,bad
5119,new_house,apartment,regular
5120,old_house,apartment,regular
5121,old_house,house,regular
5122,old_house,house,regular
5123,old_house,house,regular
5124,old_house,house,regular
5125,old_house,house,regular
5126,new_house,house,regular
5127,old_house,house,regular
5128,old_house,house,regular
5129,old_house,house,regular
5130,new_house,house,regular
5131,old_house,house,regular
5132,old_house,house,regular
5133,new_house,house,regular
5134,new_house,house,regular
5135,new_house,studio,regular
5136,new_house,house,regular
5137,old_house,apartment,regular
5138,old_house,house,regular
5139,new_house,house,regular
5140,old_house,house,regular
5141,old_house,house,regular
5142,old_house,house,regular
5143,new_house,house,regular
5144,old_house,house,regular
5145,new_house,house,regular
5146,old_house,house,regular
5147,new_house,house,good
5148,new_house,house,regular
5149,new_house,house,regular
5150,new_house,house,regular
5151,old_house,house,regular
5152,old_house,house,regular
5153,old_house,house,regular
5154,old_house,house,regular
5155,new_house,house,regular
5156,old_house,house,good
5157,old_house,house,regular
5158,new_house,house,regular
5159,new_house,house,regular
5160,old_house,house,good
5161,new_house,house,regular
5162,old_house,house,regular
5163,new_house,house,regular
5164,old_house,house,regular
5165,new_house,house,regular
5166,new_house,house,regular
5167,new_house,house,regular
5168,old_house,studio,regular
5169,new_house,house,regular
5170,new_house,house,regular
5171,old_house,house,regular
5172,new_house,house,regular
5173,new_house,house,regular
5174,old_house,house,regular
5175,new_house,house,regular
5176,old_house,house,regular
5177,old_house,house,good
5178,new_house,house,regular
5179,old_house,house,regular
5180,old_house,house,good
5181,new_house,house,regular
5182,old_house,house,regular
5183,old_house,house,regular
5184,new_house,house,regular
5185,new_house,apartment,regular
5186,old_house,house,regular
5187,new_house,house,good
5188,old_house,house,regular
5189,new_house,apartment,regular
5190,old_house,house,regular
5191,old_house,house,regular
5192,new_house,house,regular
5193,new_house,house,good
5194,old_house,house,regular
5195,new_house,house,regular
5196,old_house,house,regular
5197,old_house,house,bad
5198,old_house,house,regular
5199,old_house,house,regular
5200,old_house,house,regular
5201,new_house,house,regular
5202,new_house,house,regular
5203,old_house,house,regular
5204,old_house,apartment,regular
5205,new_house,house,regular
5206,new_house,house,regular
5207,old_house,house,regular
5208,old_house,house,regular
5209,old_house,house,regular
5210,new_house,house,regular
5211,old_house,house,good
5212,new_house,house,regular
5213,old_house,house,regular
5214,new_house,house,regular
5215,old_house,house,regular
5216,old_house,house,regular
5217,new_house,house,regular
5218,new_house,house,regular
5219,old_house,apartment,bad
5220,old_house,house,regular
5221,old_house,house,regular
5222,new_house,house,regular
5223,old_house,house,regular
5224,old_house,house,regular
5225,old_house,house,regular
5226,new_house,apartment,regular
5227,old_house,house,regular
5228,new_house,apartment,regular
5229,new_house,house,regular
5230,new_house,apartment,regular
5231,old_house,house,regular
5232,old_house,house,good
5233,old_house,house,regular
5234,new_house,house,regular
5235,old_house,house,regular
5236,old_house,house,good
5237,old_house,house,regular
5238,new_house,house,regular
5239,old_house,house,regular
5240,new_house,house,regular
5241,old_house,house,regular
5242,old_house,house,regular
5243,new_house,house,regular
5244,new_house,house,regular
5245,new_house,house,regular
5246,old_house,apartment,regular
5247,old_house,house,regular
5248,old_house,house,regular
5249,old_house,house,regular
5250,new_house,house,regular
5251,old_house,house,regular
5252,old_house,house,regular
5253,old_house,house,regular
5254,new_house,house,regular
5255,new_house,house,regular
5256,old_house,house,regular
5257,old_house,house,regular
5258,new_house,house,regular
5259,new_house,house,regular
5260,old_house,house,regular
5261,new_house,house,regular
5262,old_house,house,regular
5263,new_house,house,regular
5264,new_house,house,regular
5265,old_house,house,regular
5266,new_house,house,regular
5267,old_house,house,regular
5268,new_house,house,regular
5269,old_house,house,regular
5270,old_house,house,regular
5271,new_house,house,regular
5272,new_house,house,regular
5273,new_house,house,regular
5274,old_house,house,regular
5275,new_house,house,regular
5276,old_house,house,regular
5277,new_house,house,regular
5278,old_house,house,regular
5279,old_house,house,regular
5280,old_house,apartment,regular
5281,new_house,house,regular
5282,new_house,house,good
5283,new_house,house,regular
5284,old_house,house,regular
5285,new_house,house,regular
5286,old_house,house,regular
5287,old_house,house,regular
5288,old_house,house,regular
5289,old_house,apartment,regular
5290,old_house,house,regular
5291,old_house,house,regular
5292,old_house,house,regular
5293,old_house,house,regular
5294,old_house,house,regular
5295,old_house,house,regular
5296,new_house,apartment,regular
5297,old_house,house,regular
5298,old_house,house,regular
5299,old_house,house,regular
5300,old_house,apartment,good
5301,new_house,house,regular
5302,old_house,house,regular
5303,new_house,apartment,bad
5304,old_house,house,regular
5305,old_house,house,regular
5306,old_house,house,regular
5307,old_house,house,regular
5308,old_house,house,regular
5309,old_house,house,regular
5310,old_house,house,regular
5311,old_house,house,regular
5312,old_house,house,regular
5313,old_house,house,regular
5314,old_house,house,regular
5315,old_house,house,regular
5316,new_house,house,regular
5317,old_house,apartment,good
5318,old_house,house,regular
5319,old_house,house,regular
5320,old_house,house,regular
5321,new_house,house,regular
5322,new_house,house,regular
5323,old_house,house,regular
5324,new_house,house,regular
5325,old_house,house,regular
5326,new_house,house,regular
5327,old_house,house,regular
5328,old_house,house,regular
5329,new_house,house,regular
5330,new_house,house,regular
5331,old_house,house,regular
5332,old_house,house,bad
5333,new_house,house,good
5334,old_house,apartment,good
5335,new_house,house,regular
5336,old_house,apartment,regular
5337,new_house,house,regular
5338,old_house,house,regular
5339,old_house,house,regular
5340,old_house,house,regular
5341,new_house,house,regular
5342,old_house,house,regular
5343,new_house,house,regular
5344,old_house,house,regular
5345,old_house,house,regular
5346,old_house,house,good
5347,new_house,house,regular
5348,new_house,house,regular
5349,old_house,house,regular
5350,old_house,house,regular
5351,new_house,house,regular
5352,old_house,house,regular
5353,old_house,house,regular
5354,old_house,house,regular
5355,old_house,house,regular
5356,old_house,house,regular
5357,new_house,house,regular
5358,old_house,house,regular
5359,old_house,house,regular
5360,old_house,house,regular
5361,new_house,house,regular
5362,old_house,apartment,regular
5363,old_house,house,regular
5364,new_house,house,regular
5365,old_house,house,regular
5366,old_house,house,good
5367,old_house,house,regular
5368,old_house,house,regular
5369,old_house,studio,regular
5370,old_house,house,regular
5371,old_house,apartment,good
5372,old_house,apartment,regular
5373,new_house,house,regular
5374,old_house,house,regular
5375,new_house,house,regular
5376,new_house,house,regular
5377,old_house,house,regular
5378,old_house,house,regular
5379,old_house,house,regular
5380,old_house,house,regular
5381,new_house,house,regular
5382,new_house,house,regular
5383,old_house,house,regular
5384,new_house,house,regular
5385,new_house,apartment,regular
5386,new_house,house,regular
5387,new_house,house,regular
5388,new_house,house,regular
5389,old_house,house,regular
5390,old_house,house,regular
5391,old_house,house,regular
5392,old_house,house,regular
5393,old_house,house,regular
5394,new_house,apartment,regular
5395,old_house,house,regular
5396,old_house,house,regular
5397,old_house,house,regular
5398,old_house,house,regular
5399,new_house,house,regular
5400,new_house,house,regular
5401,old_house,apartment,regular
5402,new_house,house,regular
5403,old_house,house,regular
5404,old_house,house,regular
5405,old_house,house,regular
5406,old_house,house,regular
5407,new_house,house,regular
5408,old_house,house,regular
5409,old_house,house,regular
5410,new_house,house,regular
5411,old_house,house,regular
5412,new_house,house,regular
5413,new_house,house,regular
5414,new_house,apartment,regular
5415,new_house,house,regular
5416,old_house,house,regular
5417,new_house,house,regular
5418,old_house,apartment,regular
5419,old_house,house,regular
5420,old_house,house,regular
5421,new_house,house,regular
5422,old_house,house,regular
5423,old_house,house,regular
5424,old_house,house,regular
5425,old_house,house,regular
5426,new_house,house,good
5427,old_house,house,regular
5428,new_house,house,regular
5429,old_house,house,regular
5430,new_house,apartment,regular
5431,old_house,house,regular
5432,old_house,house,regular
5433,new_house,house,regular
5434,old_house,house,good
5435,new_house,house,regular
5436,old_house,house,regular
5437,old_house,house,regular
5438,new_house,house,regular
5439,new_house,house,regular
5440,old_house,house,regular
5441,new_house,house,regular
5442,new_house,house,regular
5443,old_house,house,regular
5444,new_house,house,regular
5445,new_house,house,regular
5446,old_house,house,good
5447,old_house,apartment,regular
5448,old_house,apartment,regular
5449,new_house,house,good
5450,new_house,house,good
5451,old_house,house,regular
5452,old_house,house,good
5453,new_house,house,regular
5454,old_house,house,regular
5455,old_house,house,regular
5456,old_house,house,good
5457,new_house,house,regular
5458,old_house,house,regular
5459,old_house,house,regular
5460,old_house,house,regular
5461,old_house,house,regular
5462,old_house,house,regular
5463,old_house,house,regular
5464,old_house,house,regular
5465,new_house,house,regular
5466,new_house,house,regular
5467,new_house,house,regular
5468,new_house,house,regular
5469,old_house,house,regular
5470,old_house,house,regular
5471,old_house,house,regular
5472,old_house,house,regular
5473,old_house,house,regular
5474,old_house,house,regular
5475,old_house,house,regular
5476,old_house,house,regular
5477,old_house,house,regular
5478,new_house,house,regular
5479,new_house,apartment,regular
5480,new_house,house,regular
5481,old_house,house,good
5482,new_house,house,regular
5483,new_house,apartment,regular
5484,old_house,apartment,regular
5485,new_house,house,regular
5486,old_house,house,regular
5487,old_house,house,regular
5488,new_house,house,regular
5489,old_house,house,regular
5490,new_house,house,regular
5491,old_house,house,bad
5492,new_house,house,regular
5493,new_house,house,regular
5494,new_house,house,regular
5495,old_house,house,regular
5496,old_house,apartment,regular
5497,old_house,house,regular
5498,new_house,house,regular
5499,new_house,apartment,regular
5500,new_house,house,regular
5501,old_house,house,regular
5502,old_house,house,good
5503,old_house,house,regular
5504,new_house,house,regular
5505,new_house,house,good
5506,old_house,house,regular
5507,old_house,house,regular
5508,old_house,house,regular
5509,new_house,house,regular
5510,old_house,house,regular
5511,new_house,house,regular
5512,old_house,house,regular
5513,old_house,apartment,regular
5514,old_house,house,regular
5515,new_house,house,regular
5516,new_house,house,regular
5517,new_house,house,regular
5518,new_house,house,regular
5519,old_house,house,regular
5520,old_house,house,regular
5521,new_house,house,regular
5522,old_house,house,regular
5523,old_house,house,regular
5524,old_house,house,regular
